date,time,fix,quality,lat,long,speed(k),angle,elev,sats,pyron,weight
date,time,fix,quality,lat,long,speed(k),angle,elev,sats,pyron,weight

10/6/18,21:34:20,1,0,45.107551574, -123.279327392,0.12,306.66,0.00,0,1344.00,
10/6/18,21:34:23,1,0,45.107551574, -123.279327392,0.10,26.55,0.00,0,1236.00,
10/6/18,21:34:28,1,0,45.107559204, -123.279312133,0.22,317.61,0.00,0,1231.00,
